platform,path,display_name,emulator_command,extension
dragon64,archive:mame-sl/mame-sl/dragon_flop.zip,Flop MAME,mame dragon64 -flop1,
dragon64,archive:mame-sl/mame-sl/dragon_cart.zip,Cart MAME,mame dragon64 -cart,
dragon64,archive:mame-sl/mame-sl/dragon_os9.zip,OS-9 MAME,mame dragon64 -flop1,
dragon64,archive:mame-sl/mame-sl/dragon_flex.zip,Flex MAME,mame dragon64 -flop1,
dragon64,archive:mame-sl/mame-sl/dgnalpha_flop.zip,Alpha Flop MAME,mame dragon64 -flop1,
vis,Redump/Memorex - Visual Information System,Redump,mame vis -cdrm,cue
vis,archive:tosec-iso-memorex/Video Information System/Educational,Edu,mame vis -cdrm,cue
vis,archive:tosec-iso-memorex/Video Information System/Games,Games,mame vis -cdrm,cue
vis,archive:tosec-iso-memorex/Video Information System/Multimedia,Multimedia,mame vis -cdrm,cue
atom,archive:tosec-main/Acorn/Atom/Games/[DSK],TOSEC,mame atom -flop1,
atom,archive:mame-sl/mame-sl/atom_flop.zip,MAME,mame atom -flop1,
atom,archive:mame-sl/mame-sl/atom_rom.zip,ROM MAME,mame atom -cart,
atom,archive:mame-sl/mame-sl/atom_cass.zip,Cass MAME,mame atom -cass,
bbcmicro,archive:tosec-main/Acorn/BBC/Games/[SSD],TOSEC,mame bbcb -flop1,
bbcmicro,archive:mame-sl/mame-sl/bbcb_flop.zip,Flop MAME,mame bbcb -flop1,
bbcmicro,archive:mame-sl/mame-sl/bbcb_flop_orig.zip,Orig MAME,mame bbcb -flop1,
bbcmicro,archive:mame-sl/mame-sl/bbc_cass.zip,Micro Cass MAME,"mame bbcb -autoboot_command '*T.\nCH.""""\n' -autoboot_delay 2 -cass",
bbcmicro,archive:mame-sl/mame-sl/bbc_rom.zip,Micro ROM MAME,mame bbcb -rom1,
bbcmicro,archive:mame-sl/mame-sl/bbcm_cart.zip,Master Cart MAME,mame bbcm -cart,
bbcmicro,archive:mame-sl/mame-sl/bbcm_flop.zip,Master Flop MAME,mame bbcm -flop1,
bbcmicro,archive:mame-sl/mame-sl/bbcmc_flop.zip,Master Compact Flop MAME,mame bbcmc -flop1,
electron,archive:tosec-main/Acorn/Electron/Games/[UEF],TOSEC,"mame electron64 -autoboot_command '*T.\nCH.""""\n' -autoboot_delay 2 -cass",
electron,archive:tosec-main/Acorn/Electron/Applications/[UEF],App,"mame electron64 -autoboot_command '*T.\nCH.""""\n' -autoboot_delay 2 -cass",
electron,archive:tosec-main/Acorn/Electron/Educational/[UEF],Edu,"mame electron64 -autoboot_command '*T.\nCH.""""\n' -autoboot_delay 2 -cass",
electron,archive:mame-sl/mame-sl/electron_cass.zip,MAME,"mame electron64 -autoboot_command '*T.\nCH.""""\n' -autoboot_delay 2 -cass",
electron,archive:mame-sl/mame-sl/electron_flop.zip,Flop MAME,mame electron64 -flop,
electron,archive:mame-sl/mame-sl/electron_cart.zip,Cart MAME,mame electron64 -exp plus1 -cart,
electron,archive:mame-sl/mame-sl/electron_rom.zip,ROM MAME,mame electron64 -exp plus1 -rom,
archimedes,archive:tosec-main/Acorn/Archimedes/Games/[ADF],TOSEC,mame aa4401 -flop,
archimedes,archive:tosec-main/Acorn/Archimedes/Applications/[ADF],App,mame aa4401 -flop,
archimedes,archive:mame-sl/mame-sl/archimedes.zip,MAME,mame aa4401 -flop,
fm7,archive:ni-roms/roms/Fujitsu - FM-7 (Sector).zip,NoIntro,mame fm7 -flop1,
fm7,archive:tosec-main/Fujitsu/FM-7/Games/[D77],D77,mame fm7 -flop1,
fm7,archive:mame-sl/mame-sl/fm7_disk.zip,MAME,mame fm7 -flop1,
fm7,archive:mame-sl/mame-sl/fm7_cass.zip,FM-7 Cass MAME,"mame fm7 -autoboot_command 'RUN""""\n' -autoboot_delay 5 -cass",
fm7,archive:mame-sl/mame-sl/fm8_cass.zip,FM-8 Cass MAME,"mame fm8 -autoboot_command 'RUN""""\n' -autoboot_delay 5 -cass",
fm7,archive:mame-sl/mame-sl/fm77av.zip,FM-77AV Flop MAME,mame fm77av -flop1,
fm7,archive:tosec-main/Fujitsu/FM77-AV/Games/[D77],FM-77AV TOSEC,mame fm77av -flop1,
fmtowns,archive:noaen-redump-fujitsu-fm-towns,Redump,mame fmtmarty -cdrm,
fmtowns,archive:mame-sl/mame-sl/fmtowns_cd.zip,MAME,mame fmtmarty -cdrm,
fmtowns,archive:mame-software-list-chds-2/fmtowns_cd,CHD,mame fmtmarty -cdrm,
fmtowns,archive:mame-sl/mame-sl/fmtowns_flop_orig.zip,Flop Orig MAME,mame fmtowns -flop1,
fmtowns,archive:mame-sl/mame-sl/fmtowns_flop_misc.zip,Flop Misc MAME,mame fmtowns -flop1,
fmtowns,archive:tosec-main/Fujitsu/FM Towns/Games/[BIN],TOSEC BIN,mame fmtmarty -cdrm,
fmtowns,archive:tosec-main/Fujitsu/FM Towns/Games/[D77],TOSEC D77,mame fmtowns -flop1,
fmtowns,archive:tosec-main/Fujitsu/FM Towns/Games/[D88],TOSEC D88,mame fmtowns -flop1,
fmtowns,archive:tosec-main/Fujitsu/FM Towns/Games/[HDM],TOSEC HDM,mame fmtowns -flop1,
tutor,archive:tosec-main/Tomy/Tutor & Pyuuta/Games,TOSEC,mame tutor -cart,
tutor,archive:mame-sl/mame-sl/tutor.zip,MAME,mame tutor -cart,
ti99,archive:mame-sl/mame-sl/ti99_cart.zip,MAME,mame ti99_4a,
thomson,archive:tosec-main/Thomson/MO5/Games/[K7],MO5 K7,theodore_libretro,
thomson,archive:tosec-main/Thomson/MO6/Games,MO6 K7,theodore_libretro,
thomson,archive:tosec-main/Thomson/TO7/Games/[K7],TO7 K7,theodore_libretro,
thomson,archive:tosec-main/Thomson/TO7/Games/[M7],TO7 M7,theodore_libretro,
thomson,"TOSEC/Thomson/TO8, TO8D, TO9, TO9+/Games/[FD]",TO8 FD,theodore_libretro,
thomson,"TOSEC/Thomson/TO8, TO8D, TO9, TO9+/Games/[K7]",TO8 K7,theodore_libretro,
thomson,"TOSEC/Thomson/TO8, TO8D, TO9, TO9+/Games/[SAP]",TO8 SAP,theodore_libretro,
thomson,archive:mame-sl/mame-sl/mo5_cart.zip,MO5 Cart MAME,mame mo5 -cart,
thomson,archive:mame-sl/mame-sl/mo5_cass.zip,MO5 Cass MAME,"mame mo5 -autoboot_command 'RUN""""\n' -autoboot_delay 3 -cass",
thomson,archive:mame-sl/mame-sl/mo5_flop.zip,MO5 Flop MAME,mame mo5 -flop,
thomson,archive:mame-sl/mame-sl/mo6_cass.zip,MO6 Cass MAME,"mame mo6 -autoboot_command '2\nRUN""""\n' -autoboot_delay 5 -cass",
thomson,archive:mame-sl/mame-sl/mo6_flop.zip,MO6 Flop MAME,mame mo6 -flop,
thomson,archive:mame-sl/mame-sl/to_flop.zip,TO Flop MAME,mame to8 -flop,
thomson,archive:mame-sl/mame-sl/to7_cart.zip,TO7 Cart MAME,mame to7 -cart,
thomson,archive:mame-sl/mame-sl/to7_cass.zip,TO7 Cass MAME,"mame to7 -cart basic -autoboot_command '1\nRUN""""\n' -autoboot_delay 5 -cass",
thomson,archive:mame-sl/mame-sl/to8_cass.zip,TO8 Cass MAME,"mame to8 -autoboot_command '2\nRUN""""\n' -autoboot_delay 5 -cass",
thomson,archive:mame-sl/mame-sl/mo5_qd.zip,MO5 QD MAME,mame mo5 -flop,
thomson,archive:mame-sl/mame-sl/to7_qd.zip,TO7 QD MAME,mame to7 -flop,
nes,archive:ni-roms/roms/Nintendo - Nintendo Entertainment System (Headered).zip,NoIntro,nestopia_libretro,
nes,archive:tosec-main/Nintendo/Famicom & Entertainment System/Games/[NES],TOSEC,nestopia_libretro,
nes,archive:mame-sl/mame-sl/nes.zip,MAME,mame nes -cart,
nes,archive:mame-sl/mame-sl/nes_ade.zip,ADE MAME,mame nes -cart,
nes,archive:mame-sl/mame-sl/nes_ntbrom.zip,NTB MAME,mame nes -cart1 nes:nantbb -cart2,
fds,archive:ni-roms/roms/Nintendo - Family Computer Disk System (FDS).zip,Disk System NoIntro,nestopia_libretro,
fds,archive:tosec-main/Nintendo/Famicom Disk System/Games/[FDS],Disk System TOSEC,nestopia_libretro,
fds,archive:mame-sl/mame-sl/famicom_flop.zip,Disk System MAME,mame fds -flop,
famicom,archive:mame-sl/mame-sl/famicom_cass.zip,Cass MAME,mame famicom famibs30 -cass,
snes,archive:ni-roms/roms/Nintendo - Super Nintendo Entertainment System.zip,NoIntro,snes9x_libretro,
snes,archive:tosec-main/Nintendo/Super Famicom & Super Entertainment System/Games,TOSEC,snes9x_libretro,
snes,archive:mame-sl/mame-sl/snes.zip,MAME,mame snes -cart,
snes,archive:mame-sl/mame-sl/snes_strom.zip,ST MAME,mame snes -cart1 snes:sufami -cart2,
snes,archive:mame-sl/mame-sl/snes_bspack.zip,BS-X MAME,mame snes -cart,
snes-msu1,T-En Collection/Nintendo - Super Famicom - MSU1,CD,snes9x_libretro,
snes-msu1,T-En Collection/Nintendo - Super Famicom - MSU1 [roms only],roms,snes9x_libretro,
satellaview,archive:ni-roms/roms/Nintendo - Satellaview.zip,NoIntro,snes9x_libretro,
sufami,archive:ni-roms/roms/Nintendo - Sufami Turbo.zip,NoIntro,snes9x_libretro,
sufami,archive:tosec-main/Nintendo/Sufami Turbo/Games,TOSEC,snes9x_libretro,
sgb,archive:ni-roms/roms/Nintendo - Game Boy.zip,NoIntro,mesen-s_libretro,
sgb,archive:tosec-main/Nintendo/Game Boy/Games,TOSEC,mesen-s_libretro,
sgb,archive:mame-sl/mame-sl/gameboy.zip,MAME,mame supergb -cart,
sgb-msu1,T-En Collection/Nintendo - Super Famicom - MSU1,CD,bsnes_libretro,
sgb-msu1,T-En Collection/Nintendo - Super Famicom - MSU1 [roms only],roms,bsnes_libretro,
n64,archive:ni-roms/roms/Nintendo - Nintendo 64 (ByteSwapped).zip,NoIntro,mupen64plus_next_libretro,
n64,archive:tosec-main/Nintendo/64/Games,TOSEC,mupen64plus_next_libretro,
n64,archive:mame-sl/mame-sl/n64.zip,MAME,mame n64 -cart,
n64dd,archive:mame-sl/mame-sl/n64dd.zip,MAME,mame n64dd -hard,
n64dd,archive:tosec-main/Nintendo/64DD/Games/[BIN],TOSEC,mame n64dd -hard,
gamecube,Redump/Nintendo - GameCube - NKit RVZ [zstd-19-128k],Redump,dolphin_libretro,rvz
gamecube,archive:tosec-iso-namco-sega-nintendo/Nintendo/GameCube/Games,ISO,dolphin_libretro,iso
wii,No-Intro/Unofficial - Nintendo - Wii (Digital) (Deprecated) (WAD),NoIntro,dolphin_libretro,wad
wii,Redump/Nintendo - Wii - NKit RVZ [zstd-19-128k],Redump,dolphin_libretro,rvz
pokemini,archive:ni-roms/roms/Nintendo - Pokemon Mini.zip,NoIntro,pokemini_libretro,
pokemini,archive:tosec-main/Nintendo/Pokemon Mini/Games,TOSEC,pokemini_libretro,
pokemini,archive:mame-sl/mame-sl/pokemini.zip,MAME,mame pokemini -cart,
virtualboy,archive:ni-roms/roms/Nintendo - Virtual Boy.zip,NoIntro,mednafen_vb_libretro,
virtualboy,archive:tosec-main/Nintendo/Virtual Boy/Games,TOSEC,mednafen_vb_libretro,
virtualboy,archive:mame-sl/mame-sl/vboy.zip,MAME,mame vboy -cart,
gb,archive:ni-roms/roms/Nintendo - Game Boy.zip,NoIntro,sameboy_libretro,
gb,archive:tosec-main/Nintendo/Game Boy/Games,TOSEC,sameboy_libretro,
gb,archive:mame-sl/mame-sl/gameboy.zip,MAME,mame gameboy -cart,
gbc,archive:ni-roms/roms/Nintendo - Game Boy Color.zip,NoIntro,sameboy_libretro,
gbc,archive:tosec-main/Nintendo/Game Boy Color/Games/[GBC],TOSEC,sameboy_libretro,
gbc,archive:mame-sl/mame-sl/gbcolor.zip,MAME,mame gbcolor -cart,
gba,archive:ni-roms/roms/Nintendo - Game Boy Advance.zip,NoIntro,mgba_libretro,
gba,archive:tosec-main/Nintendo/Game Boy Advance/Games,TOSEC,mgba_libretro,
gba,archive:mame-sl/mame-sl/gba.zip,MAME,mame gba -cart,
gba,archive:mame-sl/mame-sl/gba_ereader.zip,e-Reader MAME,mame gba -cart,
nds,No-Intro/Nintendo - Nintendo DS (Decrypted),DS NoIntro,melonds_libretro,
nds,archive:ni-roms/roms/Nintendo - Nintendo DS (Download Play).zip,DS Download,melonds_libretro,
nds,archive:tosec-main/Nintendo/DS/Games,DS TOSEC,melonds_libretro,
dsi,archive:ni-roms/roms/Nintendo - Nintendo DSi (Decrypted).zip,NoIntro,melondsds_libretro,
dsi,archive:tosec-main/Nintendo/DSi/Games,TOSEC,melondsds_libretro,
3ds,No-Intro/Nintendo - Nintendo 3DS (Decrypted),NoIntro,citra_libretro,3ds
wiiu,Redump/Nintendo - Wii U - WUX,Redump,cemu -g,wux
sg1000,archive:ni-roms/roms/Sega - SG-1000.zip,NoIntro,gearsystem_libretro,
sg1000,archive:tosec-main/Sega/Game 1000/Games,TOSEC,gearsystem_libretro,
sg1000,archive:mame-sl/mame-sl/sg1000.zip,MAME,mame sg1000 -cart,
sc3000,archive:tosec-main/Sega/Computer 3000/Applications,App,mame sc3000 -cart,
sc3000,archive:tosec-main/Sega/Computer 3000/Educational,Edu,mame sc3000 -cart,
sc3000,archive:tosec-main/Sega/Computer 3000/Games/[WAV],WAV,mame sc3000 -autoboot_command 'LOAD\n' -autoboot_delay 5 -cass,
sc3000,archive:mame-sl/mame-sl/sc3000_cart.zip,Cart MAME,mame sc3000 -cart,
sc3000,archive:mame-sl/mame-sl/sc3000_cass.zip,Cass MAME,mame sc3000 -autoboot_command 'LOAD\n' -autoboot_delay 5 -cass,
sc3000,archive:mame-sl/mame-sl/sf7000.zip,Flop MAME,mame sf7000 -flop,
segaai,archive:mame-sl/mame-sl/segaai.zip,MAME,mame segaai -card,
mastersystem,archive:ni-roms/roms/Sega - Master System - Mark III.zip,NoIntro,gearsystem_libretro,
mastersystem,archive:tosec-main/Sega/Mark III & Master System/Games,TOSEC,gearsystem_libretro,
mastersystem,archive:mame-sl/mame-sl/sms.zip,MAME,mame sms -cart,
megadrive,archive:ni-roms/roms/Sega - Mega Drive - Genesis.zip,NoIntro,genesis_plus_gx_libretro,
megadrive,archive:tosec-main/Sega/Mega Drive & Genesis/Games/[BIN],TOSEC,genesis_plus_gx_libretro,
megadrive,archive:mame-sl/mame-sl/megadriv.zip,MAME,mame megadriv -cart,
megadrive,archive:mame-sl/mame-sl/megatech.zip,Mega-Tech MAME,mame megatech -cart,
megadrive-msu,T-En Collection/Sega - Mega Drive - MSU-MD,Sega MSU-MD,genesis_plus_gx_libretro,md
pico,archive:ni-roms/roms/Sega - PICO.zip,NoIntro,picodrive_libretro,
pico,archive:tosec-main/Sega/Pico/Educational,TOSEC,picodrive_libretro,
pico,archive:mame-sl/mame-sl/pico.zip,MAME,mame pico -cart,
beena,archive:ni-roms/roms/Sega - Beena.zip,NoIntro,mame beena -cart,
beena,archive:tosec-main/Sega/Advanced Pico Beena/Educational,TOSEC,mame beena -cart,
beena,archive:mame-sl/mame-sl/sega_beena_cart.zip,MAME,mame beena -cart,
sega32x,archive:ni-roms/roms/Sega - 32X.zip,NoIntro,picodrive_libretro,
sega32x,archive:tosec-main/Sega/32X/Games,TOSEC,picodrive_libretro,
sega32x,archive:mame-sl/mame-sl/32x.zip,MAME,mame 32x -cart,
megacd,archive:sega-mega-cd-sega-cd-redump,Redump,picodrive_libretro,cue
megacd,archive:tosec-iso-sega/Mega-CD & Sega CD/CD/Games/[ISO],ISO,picodrive_libretro,cue
megacd,archive:non-redump_sega-mega-cd_sega-cd,NonRedump,picodrive_libretro,cue
megacd,MAME/Software List CHDs (merged)/megacd,CHD,mame segacd -cdrm,
saturn,archive:redump.sega_saturn,Redump,yabasanshiro_libretro,cue
saturn,archive:non-redump_sega-saturn,NonRedump,yabasanshiro_libretro,cue
saturn,archive:tosec-iso-sega/Saturn/Games/[ISO],ISO,yabasanshiro_libretro,cue
saturn,MAME/Software List CHDs (merged)/saturn,CHD,mame saturn -cdrm,
stv,archive:mame-sl/mame-sl/stv.zip,MAME,mame stvbios,
dreamcast,archive:sega-dreamcast-redump,Redump,flycast_libretro,cue
dreamcast,archive:non-redump_sega-dreamcast,NonRedump,flycast_libretro,gdi
dreamcast,archive:tosec-iso-sega/Dreamcast/Games/US,US,flycast_libretro,gdi
dreamcast,archive:tosec-iso-sega/Dreamcast/Games/PAL,PAL,flycast_libretro,gdi
dreamcast,archive:tosec-iso-sega/Dreamcast/Games/JP,JP,flycast_libretro,gdi
dreamcast,MAME/Software List CHDs (merged)/dc,CHD,mame dc -cdrm,
model2,archive:m2emu1.1a/Sega Model 2 Emu 1.1a and Full Romset/Model 2 Romset (Merged),Sega Model 2,mame,
model3,archive:segamodel3/ROMs,Sega Model 3,mame,
gamegear,archive:ni-roms/roms/Sega - Game Gear.zip,NoIntro,gearsystem_libretro,
gamegear,archive:tosec-main/Sega/Game Gear/Games,TOSEC,gearsystem_libretro,
gamegear,archive:mame-sl/mame-sl/gamegear.zip,MAME,mame gamegear -cart,
smc777,archive:mame-sl/mame-sl/smc777.zip,MAME,mame smc777 -flop1,
psx,Redump/Sony - PlayStation,Redump,pcsx_rearmed_libretro,cue
psx,archive:non-redump_sony_playstation,NonRedump,pcsx_rearmed_libretro,cue
psx,MAME/Software List CHDs (merged)/psx,CHD,mame psu -cdrm,
ps2,Redump/Sony - PlayStation 2,Redump,pcsx2,iso
ps2,archive:non-redump_sony_playstation2_part1,NonRedump A-G,pcsx2,iso
ps2,archive:non-redump_sony_playstation2_part2,NonRedump H-Q,pcsx2,iso
ps2,archive:non-redump_sony_playstation2_part3,NonRedump R-Z,pcsx2,iso
psp,archive:playstation-portable-redump,Redump,ppsspp_libretro,iso
psp,archive:non-redump_sony_playstation_portable,NonRedump,ppsspp_libretro,iso
psp,No-Intro/Unofficial - Sony - PlayStation Portable (PSN) (Decrypted),PSN,ppsspp_libretro,iso
psp,archive:tosec-iso-sony/PlayStation Portable/Games/[ISO],TOSEC,ppsspp_libretro,iso
cdi,archive:ef_Philips_cd-i_redump_2300,Redump,same_cdi_libretro,cue
cdi,archive:non-redump_philips-cdi,NonRedump,same_cdi_libretro,cue
cdi,archive:tosec-iso-philips/CD-i/Games,TOSEC,same_cdi_libretro,cue
cdi,archive:tosec-iso-philips/CD-i/Applications,App,same_cdi_libretro,cue
cdi,archive:tosec-iso-philips/CD-i/Educational,Edu,same_cdi_libretro,cue
cdi,archive:tosec-iso-philips/CD-i/Multimedia,Multimedia,same_cdi_libretro,cue
cdi,archive:mame-software-list-chds-2/cdi,CHD,mame cdimono1 -cdrm,
3do,archive:ef_panasonic_3do_redump_set_661,Redump,opera_libretro,cue
3do,archive:non-redump_panasonic_3do,NonRedump,opera_libretro,cue
3do,archive:tosec-iso-3do/3DO Interactive Multiplayer/Games,TOSEC,opera_libretro,cue
3do,archive:tosec-iso-3do/3DO Interactive Multiplayer/Applications/[ISO],App,opera_libretro,cue
3do,archive:tosec-iso-3do/3DO Interactive Multiplayer/Educational/[ISO],Edu,opera_libretro,cue
3do,archive:tosec-iso-3do/3DO Interactive Multiplayer/Multimedia,Multimedia,opera_libretro,cue
msx1,archive:ni-roms/roms/Microsoft - MSX.zip,NoIntro,bluemsx_libretro,
msx1,archive:tosec-main/MSX/MSX/Games/[CAS],TOSEC CAS,bluemsx_libretro,
msx1,archive:tosec-main/MSX/MSX/Games/[DSK],TOSEC DSK,bluemsx_libretro,
msx1,archive:tosec-main/MSX/MSX/Games/[ROM],TOSEC ROM,bluemsx_libretro,
msx1,archive:mame-sl/mame-sl/msx1_cart.zip,Cart MAME,mame expert11 -cart1,
msx1,archive:mame-sl/mame-sl/msx1_cass.zip,Cass MAME,"mame expert11 -autoboot_command 'RUN""CAS:""\n' -autoboot_delay 3 -cass",
msx1,archive:mame-sl/mame-sl/msx1_flop.zip,Flop MAME,mame svi738 -flop,
msx2,archive:ni-roms/roms/Microsoft - MSX2.zip,NoIntro,bluemsx_libretro,
msx2,archive:tosec-main/MSX/MSX2/Games/[DSK],TOSEC DSK,bluemsx_libretro,
msx2,archive:tosec-main/MSX/MSX2/Games/[ROM],TOSEC ROM,bluemsx_libretro,
msx2,archive:mame-sl/mame-sl/msx2_cart.zip,Cart MAME,mame hbf1xd -cart1,
msx2,archive:mame-sl/mame-sl/msx2_flop.zip,Flop MAME,mame hbf1xd -flop,
msx2,archive:mame-sl/mame-sl/msx2_cass.zip,Cass MAME,"mame hbf1xd -autoboot_command 'RUN""CAS:""\n' -autoboot_delay 3 -cass",
msx2+,archive:tosec-main/MSX/MSX2+/Games,TOSEC,bluemsx_libretro,
msx2+,archive:mame-sl/mame-sl/msx2p_cart.zip,Cart MAME,mame fsa1wsx -cart1,
msx2+,archive:mame-sl/mame-sl/msx2p_flop.zip,Flop MAME,mame fsa1wsx -flop,
msxturbor,archive:tosec-main/MSX/TurboR/Games,MSX TurboR,bluemsx_libretro,
msxturbor,archive:mame-sl/mame-sl/msxr_flop.zip,Flop MAME,mame fsa1gt -flop1,
msxturbor,archive:mame-sl/mame-sl/msxr_cart.zip,Cart MAME,mame fsa1gt -cart1,
pc60,archive:mame-sl/mame-sl/pc6001_cart.zip,MAME,mame pc6001 -cart1,
pc60,MAME/Software List ROMs (merged)/pc6001_cass,Cass MAME,mame pc6001 -cass,
pc60,MAME/Software List ROMs (merged)/pc6001mk2_cass,MkII Cass MAME,mame pc6001mk2 -cass,
pc80,archive:mame-sl/mame-sl/pc8001_flop.zip,PC-8001 N-BASIC Flop MAME,mame pc8001mk2sr -flop1,
pc80,archive:mame-sl/mame-sl/pc8001mk2_flop.zip,PC-8001mkII N80 Flop MAME,mame pc8001mk2sr -flop1,
pc80,archive:mame-sl/mame-sl/pc8001mk2sr_flop.zip,PC-8001mkIISR N80SR Flop MAME,mame pc8001mk2sr -flop1,
pc88,archive:tosec-main/NEC/PC-8801/Games/[D88],TOSEC,quasi88_libretro,
pc88,archive:mame-sl/mame-sl/pc8801_flop.zip,Flop MAME,mame pc8801 -flop1,
pc88,archive:mame-sl/mame-sl/pc8801_cass.zip,Cass MAME,mame pc8801 -cass,
pc98,archive:tosec-main/NEC/PC-9801/Games/[FDD],TOSEC,np2kai_libretro,
pc98,archive:mame-sl/mame-sl/pc98.zip,MAME,mame pc9801 -flop1,
pc98,archive:mame-software-list-chds-2/pc98_cd,CHD,mame pc9821 -cdrm,
pc98,archive:mame-sl/mame-sl/pc98_cd.zip,CD MAME,mame pc9821 -cdrm,
pc98,archive:tosec-main/NEC/PC-9821/Games/[FDD],PC-9821 TOSEC,np2kai_libretro,
pcengine,archive:ni-roms/roms/NEC - PC Engine - TurboGrafx-16.zip,NoIntro,mednafen_pce_fast_libretro,
pcengine,archive:tosec-main/NEC/PC-Engine & TurboGrafx-16/Games,TOSEC,mednafen_pce_fast_libretro,
pcengine,archive:mame-sl/mame-sl/pce.zip,MAME,mame pce -cart,
pcengine,archive:mame-sl/mame-sl/tg16.zip,TurboGrafx MAME,mame tg16 -cart,
pcengine,archive:mame-sl/mame-sl/pce_tourvision.zip,PCE TourVision MAME,mame tourvis -cart,
supergrafx,archive:ni-roms/roms/NEC - PC Engine SuperGrafx.zip,NoIntro,mednafen_supergrafx_libretro,
supergrafx,archive:tosec-main/NEC/SuperGrafx/Games,TOSEC,mednafen_supergrafx_libretro,
supergrafx,archive:mame-sl/mame-sl/sgx.zip,MAME,mame sgx -cart,
pcenginecd,archive:nec-pc-engine-cd-turbografx-cd-redump,Redump,mednafen_pce_fast_libretro,cue
pcenginecd,archive:tosec-iso-nec/PC-Engine CD & TurboGrafx-16 CD/Games/[IMG],ISO,mednafen_pce_fast_libretro,cue
pcenginecd,archive:non-redump_nec-pc-engine-cd-turbografx-cd,NonRedump,mednafen_pce_fast_libretro,cue
pcenginecd,archive:mame-software-list-chds-2/pcecd,CHD,mame pce -cdrm,
pcfx,archive:nec-pc-fx-pc-fxga-redump,Redump,mednafen_pcfx_libretro,cue
pcfx,archive:tosec-iso-nec/PC-FX/Games,ISO,mednafen_pcfx_libretro,cue
dos,archive:exov5_2/eXo/eXoDOS,eXoDOS,dosbox_pure_libretro,
dos,archive:tosec-main/IBM/PC Compatibles/Games/[IMG],TOSEC,dosbox_pure_libretro,
dos,archive:tosec-main/IBM/PC Compatibles/Applications/[IMG],App TOSEC,dosbox_pure_libretro,
dos,archive:tosec-main/IBM/PC Compatibles/Educational/[IMG],Edu TOSEC,dosbox_pure_libretro,
dos,archive:tosec-iso-ibm/PC Compatibles/CD/Games/[ISO],TOSEC-ISO,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/1982,TDC 1982,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/1983,TDC 1983,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/1985,TDC 1985,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/1988,TDC 1988,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/1990,TDC 1990,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/1991,TDC 1991,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/1996,TDC 1996,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/1997,TDC 1997,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/1999,TDC 1999,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/199x,TDC 199x,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/2002,TDC 2002,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/2003,TDC 2003,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/2008,TDC 2008,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/2009,TDC 2009,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/2011,TDC 2011,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/2014,TDC 2014,dosbox_pure_libretro,
dos,archive:Total_DOS_Collection_Release_16_March_2019/Games/Files/2015,TDC 2015,dosbox_pure_libretro,
ibm5150,archive:mame-sl/mame-sl/ibm5150.zip,MAME,mame ibm5150 -hard1 ibm5150_hdd:freedos13_8086,
ibm5170,archive:mame-sl/mame-sl/ibm5170.zip,MAME,mame ibm5170 -hard1 ibm5170_hdd:freedos13,
ibm5170,archive:mame-software-list-chds-2/ibm5170_cdrom,CDROM CHD,mame ibm5170 -cdrom,
ibm5170,archive:mame-sl/mame-sl/ibm5170_cdrom.zip,CDROM MAME,mame ibm5170 -cdrom,
ibm5170,archive:mame-software-list-chds-2/ibm5170_hdd,HDD CHD,mame ibm5170 -hard,
ibmpcjr,archive:mame-sl/mame-sl/ibmpcjr_cart.zip,Cart MAME,mame ibmpcjr,
ibmpcjr,archive:mame-sl/mame-sl/ibmpcjr_flop.zip,Flop MAME,mame ibmpcjr -hard1 ibm5150_hdd:freedos13_8086,
pet,archive:tosec-main/Commodore/PET/Games/[PRG],TOSEC,vice_xpet_libretro,
pet,archive:mame-sl/mame-sl/pet_cass.zip,MAME,mame pet2001n -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass,
pet,archive:mame-sl/mame-sl/pet_flop.zip,Flop MAME,mame pet2001n -flop1,
pet,archive:mame-sl/mame-sl/pet_rom.zip,ROM MAME,mame pet2001n -rom,
